"Testvector";"Feature Group";"Feature";"Testcase";"URL";"Play";"description";"source";"profile";"duration";"mpd_type";"min_update_period";"time_shift_buffer_depth";"num_periods";"max_num_video";"max_num_audio";"multi_resolution_video";"max_video_resolution";"mime_types";"video_codec";"audio_codec";"segment_template";"segment_template_number";"segment_template_time";"segment_template_duration";"segment_timeline";"content_protection_schemeid_uri";"cenc_pssh";"essential_property_schemeid_uri";"base_url";"segment_template_presentation_timeoffset";"urn_mpeg_dash_period_continuity_2014";"utc_timing_schemeid_uri";"inband_event_stream_schemeid_uri";"early_terminated_period";"period_xlink_href";"period_xlink_actuate";"default_content";"asset_identifier";"Bit Depth"
"Test Vector 2";"Multi-Channel Audio Extentions";"HE-AACv2 Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/3/Sintel_6ch/sintel_480p_heaac5_1_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/3/Sintel_6ch/sintel_480p_heaac5_1_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT887.850666667S";"static";"";"";"1";"1";"5";"no";"848x368";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.5";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 2";"Multi-Channel Audio Extentions";"MPEG Surround Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEG_Surround/2/Sintel_6ch/sintel_480p_mps5_1_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/MPEG_Surround/2/Sintel_6ch/sintel_480p_mps5_1_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT887.833333333S";"static";"";"";"1";"1";"5";"no";"848x368";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.30";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 3";"Multi-Channel Audio Extentions";"DTS Single Stereo Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHD/1b/qualcomm/1/MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHD/1b/qualcomm/1/MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H9M54.00S";"static";"";"";"1";"4";"1";"no";"1920x1080";"video/mp4,audio/mp4";"avc1.640028";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 3";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/3/Living_Room_720p_51_192k_25fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/3/Living_Room_720p_51_192k_25fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H1M11.920S";"static";"";"";"1";"1";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 3";"Multi-Channel Audio Extentions";"DTS Single Multi-Channel Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/1/Paint_dtsh_testA.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/1/Paint_dtsh_testA.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"1";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtsh";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 3";"Multi-Channel Audio Extentions";"DTS Single Stereo Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/2/Paint_dtsl_testB.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/2/Paint_dtsl_testB.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"1";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtsl";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 3";"Multi-Channel Audio Extentions";"DTS Multiple Adaptation Sets";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/3/Paint_dtsh_testD.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/3/Paint_dtsh_testD.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"2";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtsh";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 3";"Multi-Channel Audio Extentions";"HE-AACv2 Multiple Audio Representations";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/3/Sintel_8ch/sintel_480p_heaac7_1_cf12_sidx.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/fraunhofer/HE-AACv2_Multichannel/3/Sintel_8ch/sintel_480p_heaac7_1_cf12_sidx.mpd""";"";"";"http://dashif.org/guidelines/dash264,urn:mpeg:dash:profile:isoff-on-demand:2011";"PT887.850666667S";"static";"";"";"1";"1";"5";"no";"848x368";"video/mp4,audio/mp4";"avc1.42c01e";"mp4a.40.5";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 4";"Multi-Channel Audio Extentions";"DTS Single Stereo Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHD/1b/qualcomm/2/MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHD/1b/qualcomm/2/MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H10M54.00S";"static";"";"";"1";"4";"1";"no";"1920x1080";"video/mp4,audio/mp4";"avc1.640028";"mp4a.40.29";"yes";"yes";"no";"yes";"no";"";"no";"";"0";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 4";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/4/Living_Room_720p_51_192k_2997fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/4/Living_Room_720p_51_192k_2997fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H1M11.938S";"static";"";"";"1";"1";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 4";"Multi-Channel Audio Extentions";"DTS Single Multi-Channel Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/1/Paint_dtsl_testA.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/1/Paint_dtsl_testA.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"1";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtsl";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 4";"Multi-Channel Audio Extentions";"DTS Multiple Adaptation Sets";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dts/3/Paint_dtsl_testD.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dts/3/Paint_dtsl_testD.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"PT0H1M19S";"static";"";"";"1";"1";"2";"no";"854x480";"video/mp4,audio/mp4";"avc1.42c01e";"dtsl";"yes";"no";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 5";"Multi-Channel Audio Extentions";"DTS Single Stereo Audio Track";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesHD/1c/qualcomm/1/MultiRate.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesHD/1c/qualcomm/1/MultiRate.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H9M54.00S";"static";"";"";"1";"4";"1";"no";"1920x1080";"video/mp4,audio/mp4";"avc1.640028";"mp4a.40.29";"yes";"no";"yes";"no";"yes";"";"no";"";"0";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 5";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/5/Living_Room_720p_51_51_192k_320k_25fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/5/Living_Room_720p_51_51_192k_320k_25fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H1M11.920S";"static";"";"";"1";"1";"2";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 6";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/6/Living_Room_720p_51_51_192k_320k_2997fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/6/Living_Room_720p_51_51_192k_320k_2997fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011";"PT0H1M11.938S";"static";"";"";"1";"1";"2";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"no";"";"";"";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 7";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/7/Living_Room_720p_20_96k_25fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/7/Living_Room_720p_20_96k_25fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H1M11.920S";"static";"";"";"1";"1";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"yes";"yes";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 8";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/8/Living_Room_720p_20_96k_2997fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/8/Living_Room_720p_20_96k_2997fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H1M11.938S";"static";"";"";"1";"1";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"yes";"yes";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 9";"Multi-Channel Audio Extentions";"Dolby Audio AC-4";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/9/Living_Room_720p_51_192k_25fps.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesMCA/dolby/5/9/Living_Room_720p_51_192k_25fps.mpd""";"";"";"urn:mpeg:dash:profile:isoff-live:2011";"PT0H1M11.920S";"static";"";"";"1";"1";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d4028";"ac-4";"yes";"yes";"no";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Negative Test Vectors";"Essential Property";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesNegative/1/1.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesNegative/1/1.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011, http://dashif.org/guidelines/dash264";"PT0H9M54.00S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"no";"";"";"";"no";"";"no";"urn:uuid:d1d00550-b30b-11e3-a5e2-0800200c9a66";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 1";"Negative Test Vectors";"Content Protection";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesNegative/2/1.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesNegative/2/1.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011, http://dashif.org/guidelines/dash264";"PT0H9M54.00S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"no";"";"";"";"no";"urn:uuid:d1d00550-b30b-11e3-a5e2-0800200c9a66";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 2";"Negative Test Vectors";"Essential Property";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesNegative/1/2.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesNegative/1/2.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011, http://dashif.org/guidelines/dash264";"PT0H9M54.00S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"no";"";"";"";"no";"";"no";"urn:uuid:d1d00550-b30b-11e3-a5e2-0800200c9a66";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"Test Vector 2";"Negative Test Vectors";"Content Protection";"Test Case 1";"http://dash.akamaized.net/dash264/TestCasesNegative/2/2.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://dash.akamaized.net/dash264/TestCasesNegative/2/2.mpd""";"";"";"urn:mpeg:dash:profile:isoff-on-demand:2011, http://dashif.org/guidelines/dash264";"PT0H9M54.00S";"static";"";"";"1";"3";"1";"no";"1280x720";"video/mp4,audio/mp4";"avc1.4d401f";"mp4a.40.29";"no";"";"";"";"no";"urn:uuid:d1d00550-b30b-11e3-a5e2-0800200c9a66";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_1/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_1/testpic_2s/Manifest.mpd""";"Remote entity with xlink, Continuous with asset identifier";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"6";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_2/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_2/testpic_2s/Manifest.mpd""";"Remote entity has two periods";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"6";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_3/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_3/testpic_2s/Manifest.mpd""";"Remote entity has another remote entity";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"7";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_4/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_4/testpic_2s/Manifest.mpd""";"Xlink returns 404";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"7";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"no";"yes";"onLoad";"no";"yes";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_5/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/xlink_30/insertad_5/testpic_2s/Manifest.mpd""";"Xlink period has default content";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"7";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"no";"yes";"onLoad";"yes";"yes";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_1/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_1/testpic_2s/Manifest.mpd""";"The SegmentTemplate is present and the @media attribute contains a string that includes a $Number$ character sequence.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT1795S";"PT5M";"1";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/segtimeline_1/testpic_6s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/segtimeline_1/testpic_6s/Manifest.mpd""";"The SegmentTemplate is present and  the @media attribute contains a string that includes a $Time$ character sequence.";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"";"dynamic";"PT0S";"PT5M";"1";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"no";"yes";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/testpic_2s/Manifest.mpd""";"The SegmentTemplate is present and contains the @duration attribute.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"P100Y";"PT5M";"1";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/segtimeline_1/testpic_6s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/segtimeline_1/testpic_6s/Manifest.mpd""";"The SegmentTemplate is present and contains the SegmentTimeline element.";"";"urn:mpeg:dash:profile:isoff-live:2011,urn:com:dashif:dash264";"";"dynamic";"PT0S";"PT5M";"1";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"no";"yes";"no";"yes";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/baseurl_u10_d20/baseurl_d10_u20/periods_10/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/baseurl_u10_d20/baseurl_d10_u20/periods_10/testpic_2s/Manifest.mpd""";"On any level, two or more BaseURL elements are present.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT175S";"PT5M";"2";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"2";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_0/peroff_1/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_0/peroff_1/testpic_2s/Manifest.mpd""";"The SegmentBase or SegmentTemplate element contains an @presentationTimeOffset attribute.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"P100Y";"PT5M";"1";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_2/peroff_1/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_2/peroff_1/testpic_2s/Manifest.mpd""";"The SegmentBase or SegmentTemplate element contains an @presentationTimeOffset attribute.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT895S";"PT5M";"1";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"no";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_1/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_1/testpic_2s/Manifest.mpd""";"Only a Single Period element is provided in the MPD.";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT1795S";"PT5M";"1";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
"";"Standard Defnition";"Dynamic Segment Offering with MPD Update";"Test Case 1";"http://vm2.dashif.org/livesim-dev/periods_60/testpic_2s/Manifest.mpd";"""http://reference.dashif.org/dash.js/latest/samples/dash-if-reference-player/index.html?mpd=http://vm2.dashif.org/livesim-dev/periods_60/testpic_2s/Manifest.mpd""";"More than one Period element is provided in the MPD";"";"urn:mpeg:dash:profile:isoff-live:2011,http://dashif.org/guidelines/dash-if-simple";"";"dynamic";"PT25S";"PT5M";"6";"1";"1";"no";"640x360";"audio/mp4,video/mp4";"avc1.64001e";"mp4a.40.2";"yes";"yes";"no";"yes";"no";"";"no";"";"1";"yes";"no";"";"";"no";"no";"";"no";"no";"8 (unknown)"
